displayName,active,aliases,notes,details
Healthcare Professionals Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Albany"",""hidden_state"":""New York"",""hidden_street"":""217 Great Oaks Boulevard"",""hidden_zipcode"":""12203"",""hidden_domicile"":""New York"",""hidden_naic_number"":""12519""}}"
Helmsman Management Services,true,,,"{""_hiddenImportFields"":{""hidden_city"":""London"",""hidden_state"":""Kentucky"",""hidden_street"":""PO Box 7203"",""hidden_zipcode"":""40742""}}"
Hereford Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Long Island City"",""hidden_phone"":""718-361-9191"",""hidden_state"":""New York"",""hidden_street"":""36-01 43rd Avenue, 2nd Floor"",""hidden_website"":""www.herefordinsurance.com"",""hidden_zipcode"":""11101"",""hidden_domicile"":""New York"",""hidden_group_name"":""Hereford Holdings Group"",""hidden_naic_number"":""24309""}}"
Heritage Indemnity Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cleveland"",""hidden_email"":""regulatorycompliance@amtrustgroup.com"",""hidden_phone"":""800-777-2249"",""hidden_state"":""Ohio"",""hidden_street"":""800 Superior Avenue E., 21st Floor"",""hidden_website"":""www.amtrustgroup.com"",""hidden_zipcode"":""44114"",""hidden_domicile"":""California"",""hidden_group_name"":""AmTrust Financial Serv Grp"",""hidden_naic_number"":""39527""}}"
Highview National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Monsey"",""hidden_state"":""New York"",""hidden_street"":""PO Box 767"",""hidden_website"":""www.highviewnational.com"",""hidden_zipcode"":""10952"",""hidden_domicile"":""New York"",""hidden_naic_number"":""29998""}}"
Hilltop Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""100 William Street, 5th Floor"",""hidden_website"":""www.hudsoninsgroup.com"",""hidden_zipcode"":""10038"",""hidden_domicile"":""New York"",""hidden_group_name"":""Fairfax Group"",""hidden_naic_number"":""37079""}}"
Hiscox Insurance Company Inc.,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_email"":""michael.baker@hiscox.com"",""hidden_phone"":""630-315-7723"",""hidden_state"":""Illinois"",""hidden_street"":""30 N. Lasalle Street, Suite 1760"",""hidden_website"":""www.hiscoxusa.com"",""hidden_zipcode"":""60602"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Hiscox Insurance Group"",""hidden_naic_number"":""10200""}}"
Homeland Insurance Company of New York,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Plymouth"",""hidden_state"":""Minnesota"",""hidden_street"":""605 Highway 169 North, Suite 800"",""hidden_website"":""www.onebeacon.com"",""hidden_zipcode"":""55441"",""hidden_domicile"":""New York"",""hidden_group_name"":""Intact Financial Group"",""hidden_naic_number"":""34452""}}"
Homesite Insurance Company of New York,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_state"":""Massachusetts"",""hidden_street"":""290 Congress Street, Suite 400"",""hidden_website"":""www.homesite.com"",""hidden_zipcode"":""02210"",""hidden_domicile"":""New York"",""hidden_group_name"":""American Family Insurance Group"",""hidden_naic_number"":""10986""}}"
Homesite Insurance Company of the Midwest,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_email"":""corplicensing@amfam.com"",""hidden_phone"":""617-832-1300"",""hidden_state"":""Massachusetts"",""hidden_street"":""290 Congress Street, Suite 400"",""hidden_website"":""www.homesite.com"",""hidden_zipcode"":""02210"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""American Family Insurance Group"",""hidden_naic_number"":""13927""}}"
Horace Mann Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Springfield"",""hidden_phone"":""217-789-2500"",""hidden_state"":""Illinois"",""hidden_street"":""1 Horace Mann Plaza"",""hidden_website"":""www.horacemann.com"",""hidden_zipcode"":""62715"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Horace Mann Ins Group"",""hidden_naic_number"":""22578""}}"
Horace Mann Property & Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Springfield"",""hidden_state"":""Illinois"",""hidden_street"":""1 Horace Mann Plaza"",""hidden_website"":""www.horacemann.com"",""hidden_zipcode"":""62715"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Horace Mann Ins Group"",""hidden_naic_number"":""22756""}}"
"Hospitals Insurance Company, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""111 West 33rd Street, 8th Floor"",""hidden_website"":""www.hicgroup.com"",""hidden_zipcode"":""10120"",""hidden_domicile"":""New York"",""hidden_group_name"":""Doctors Co Group"",""hidden_naic_number"":""30317""}}"
"Housing Authority Property Insurance, A Mutual Company",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cheshire"",""hidden_phone"":""203-272-8220"",""hidden_state"":""Connecticut"",""hidden_street"":""PO Box 189"",""hidden_website"":""www.housingcenter.com"",""hidden_zipcode"":""06410"",""hidden_domicile"":""Vermont"",""hidden_group_name"":""Housing Authority Property Group"",""hidden_naic_number"":""10069""}}"
"Housing Enterprise Insurance Company, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cheshire"",""hidden_phone"":""203-272-8220"",""hidden_state"":""Connecticut"",""hidden_street"":""189 Commerce Court"",""hidden_website"":""www.housingcenter.com"",""hidden_zipcode"":""06410"",""hidden_domicile"":""Vermont"",""hidden_group_name"":""Housing Authority Property Group"",""hidden_naic_number"":""11206""}}"
Houston Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Houston"",""hidden_phone"":""713-462-1000"",""hidden_state"":""Texas"",""hidden_street"":""13403 Northeast Freeway"",""hidden_website"":""www.hcc.com"",""hidden_zipcode"":""77040"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Tokio Marine Holdings"",""hidden_naic_number"":""42374""}}"
Houston Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Houston"",""hidden_phone"":""713-935-4820"",""hidden_state"":""Texas"",""hidden_street"":""800 Gessner Road, Suite 600"",""hidden_website"":""www.hiig.com"",""hidden_zipcode"":""77024"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Skyward Specialty Insurance Group"",""hidden_naic_number"":""12936""}}"
Hudson Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_phone"":""212-978-2800"",""hidden_state"":""New York"",""hidden_street"":""100 William Street, 5th Floor"",""hidden_website"":""www.hudsoninsgroup.com"",""hidden_zipcode"":""10038"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Fairfax Group"",""hidden_naic_number"":""25054""}}"
"Hyundai Marine & Fire Insurance Co., Ltd. (U.S. Branch)",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Englewood Cliffs"",""hidden_phone"":""201-816-4084"",""hidden_state"":""New Jersey"",""hidden_street"":""300 Sylvan Avenue, 2nd Floor, Suite 105"",""hidden_zipcode"":""07632"",""hidden_naic_number"":""10048""}}"
ICW Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""San Diego"",""hidden_state"":""California"",""hidden_street"":""15025 Innovation Drive"",""hidden_zipcode"":""92128"",""hidden_domicile"":""Nevada"",""hidden_group_name"":""ICW Group Assets Inc. Group"",""hidden_naic_number"":""16386""}}"
ICW National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""San Diego"",""hidden_state"":""California"",""hidden_street"":""PO Box 509039"",""hidden_zipcode"":""92150"",""hidden_domicile"":""California"",""hidden_group_name"":""ICW Group Assets Inc. Group"",""hidden_naic_number"":""24635""}}"
ICW Premier Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""San Diego"",""hidden_state"":""California"",""hidden_street"":""15025 Innovation Drive"",""hidden_zipcode"":""92128"",""hidden_domicile"":""Nevada"",""hidden_group_name"":""ICW Group Assets Inc. Group"",""hidden_naic_number"":""16387""}}"
Illinois EMCASCO Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Des Moines"",""hidden_state"":""Iowa"",""hidden_street"":""PO Box 712"",""hidden_website"":""www.emcinsurance.com"",""hidden_zipcode"":""50303"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""EMC Ins.Co. Group"",""hidden_naic_number"":""32808""}}"
Illinois National Insurance Co.,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_email"":""borys.kramarchuk@aig.com"",""hidden_phone"":""212-770-7000"",""hidden_state"":""New York"",""hidden_street"":""1271 Avenue Of The Americas, Floor 37"",""hidden_website"":""www.aig.com"",""hidden_zipcode"":""10020"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""American International Group"",""hidden_naic_number"":""23817""}}"
Imperium Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Houston"",""hidden_state"":""Texas"",""hidden_street"":""800 Gessner Road, Suite 600"",""hidden_zipcode"":""77024"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Skyward Specialty Insurance Group"",""hidden_naic_number"":""35408""}}"
Indemnity Insurance Company of North America,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Philadelphia"",""hidden_phone"":""215-640-1000"",""hidden_state"":""Pennsylvania"",""hidden_street"":""PO Box 1000, 436 Walnut Street"",""hidden_website"":""www.ace-ina.com"",""hidden_zipcode"":""19106"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""Chubb Ltd Group"",""hidden_naic_number"":""43575""}}"
Indemnity National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Franklin"",""hidden_state"":""Tennessee"",""hidden_street"":""238 Bedford Way"",""hidden_zipcode"":""37064"",""hidden_domicile"":""Mississippi"",""hidden_naic_number"":""18468""}}"
Independence American Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Scottsdale"",""hidden_state"":""Arizona"",""hidden_street"":""11333 North Scottsdale Road, Suite 160"",""hidden_zipcode"":""85254"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Independence Pet Holding Inc. Group"",""hidden_naic_number"":""26581""}}"
Indian Harbor Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Stamford"",""hidden_state"":""Connecticut"",""hidden_street"":""70 Seaview Avenue"",""hidden_zipcode"":""06902"",""hidden_domicile"":""North Dakota"",""hidden_group_name"":""AXA Insurance Group"",""hidden_naic_number"":""36940""}}"
Indiana Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.lmac.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Indiana"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""22659""}}"
Infinity Assurance Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Birmingham"",""hidden_phone"":""205-870-4000"",""hidden_state"":""Alabama"",""hidden_street"":""2201 4th Avenue North"",""hidden_website"":""www.ipacc.com"",""hidden_zipcode"":""35203"",""hidden_domicile"":""Ohio"",""hidden_group_name"":""Kemper Corp. Group"",""hidden_naic_number"":""39497""}}"
Infinity Auto Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Birmingham"",""hidden_phone"":""205-870-4000"",""hidden_state"":""Alabama"",""hidden_street"":""2201 4th Avenue North"",""hidden_website"":""www.ipacc.com"",""hidden_zipcode"":""35203"",""hidden_domicile"":""Ohio"",""hidden_group_name"":""Kemper Corp. Group"",""hidden_naic_number"":""11738""}}"
Infinity Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Birmingham"",""hidden_state"":""Alabama"",""hidden_street"":""2201 4th Avenue North"",""hidden_website"":""www.ipacc.com"",""hidden_zipcode"":""35203"",""hidden_domicile"":""Ohio"",""hidden_group_name"":""Kemper Corp. Group"",""hidden_naic_number"":""21792""}}"
Infinity Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Birmingham"",""hidden_phone"":""205-803-8248"",""hidden_state"":""Alabama"",""hidden_street"":""2201 4th Avenue North"",""hidden_website"":""www.ipacc.com"",""hidden_zipcode"":""35203"",""hidden_domicile"":""Indiana"",""hidden_group_name"":""Kemper Corp. Group"",""hidden_naic_number"":""22268""}}"
Infinity Select Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Birmingham"",""hidden_phone"":""205-803-8248"",""hidden_state"":""Alabama"",""hidden_street"":""2201 4th Avenue North"",""hidden_website"":""www.ipacc.com"",""hidden_zipcode"":""35203"",""hidden_domicile"":""Indiana"",""hidden_group_name"":""Kemper Corp. Group"",""hidden_naic_number"":""20260""}}"
Infinity Standard Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Birmingham"",""hidden_state"":""Alabama"",""hidden_street"":""2201 4th Avenue North"",""hidden_website"":""www.ipacc.com"",""hidden_zipcode"":""35203"",""hidden_domicile"":""Indiana"",""hidden_group_name"":""Kemper Corp. Group"",""hidden_naic_number"":""12599""}}"
Insurance Company of Greater New York,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""Empire State Building, 350 5th Avenue, 7th Floor"",""hidden_website"":""www.gny.com"",""hidden_zipcode"":""10118"",""hidden_domicile"":""New York"",""hidden_group_name"":""Greater New York Group"",""hidden_naic_number"":""22195""}}"
Insurance Company of North America,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Philadelphia"",""hidden_phone"":""215-640-1000"",""hidden_state"":""Pennsylvania"",""hidden_street"":""PO Box 1000, 436 Walnut Street"",""hidden_website"":""www.ace-ina.com"",""hidden_zipcode"":""19106"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""Chubb Ltd Group"",""hidden_naic_number"":""22713""}}"
Insurance Company of the State of Pennsylvania,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_email"":""borys.kramarchuk@aig.com"",""hidden_phone"":""212-770-7000"",""hidden_state"":""New York"",""hidden_street"":""1271 Avenue Of The Americas, Floor 37"",""hidden_website"":""www.aig.com"",""hidden_zipcode"":""10020"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""American International Group"",""hidden_naic_number"":""19429""}}"
Insurance Company of the West,true,,,"{""_hiddenImportFields"":{""hidden_city"":""San Diego"",""hidden_phone"":""800-877-1111"",""hidden_state"":""California"",""hidden_street"":""PO Box 509039"",""hidden_website"":""www.icwgroup.com"",""hidden_zipcode"":""92150"",""hidden_domicile"":""California"",""hidden_group_name"":""ICW Group Assets Inc. Group"",""hidden_naic_number"":""27847""}}"
Integon Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Winston-Salem"",""hidden_email"":""AnnualStatementContact@NGIC.com"",""hidden_phone"":""800-526-0332"",""hidden_state"":""North Carolina"",""hidden_street"":""PO Box 3199"",""hidden_website"":""www.nationalgeneral.com"",""hidden_zipcode"":""27102"",""hidden_domicile"":""North Carolina"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""27930""}}"
Integon General Insurance Corporation,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Winston-Salem"",""hidden_email"":""AnnualStatementContact@NGIC.com"",""hidden_phone"":""800-526-0332"",""hidden_state"":""North Carolina"",""hidden_street"":""PO Box 3199"",""hidden_website"":""www.nationalgeneral.com"",""hidden_zipcode"":""27102"",""hidden_domicile"":""North Carolina"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""22780""}}"
Integon Indemnity Corporation,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Winston-Salem"",""hidden_email"":""AnnualStatementContact@NGIC.com"",""hidden_phone"":""800-526-0332"",""hidden_state"":""North Carolina"",""hidden_street"":""PO Box 3199"",""hidden_website"":""www.nationalgeneral.com"",""hidden_zipcode"":""27102"",""hidden_domicile"":""North Carolina"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""22772""}}"
Integon National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Winston-Salem"",""hidden_email"":""AnnualStatementContact@NGIC.com"",""hidden_phone"":""800-526-0332"",""hidden_state"":""North Carolina"",""hidden_street"":""PO Box 3199"",""hidden_website"":""www.nationalgeneral.com"",""hidden_zipcode"":""27102"",""hidden_domicile"":""North Carolina"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""29742""}}"
Integon Preferred Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Winston-Salem"",""hidden_email"":""AnnualStatementContact@NGIC.com"",""hidden_phone"":""800-526-0332"",""hidden_state"":""North Carolina"",""hidden_street"":""PO Box 3199"",""hidden_website"":""www.nationalgeneral.com"",""hidden_zipcode"":""27102"",""hidden_domicile"":""North Carolina"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""31488""}}"
Interboro Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Jericho"",""hidden_state"":""New York"",""hidden_street"":""100 Jericho Quadrangle, Suite 135"",""hidden_website"":""www.upcinsurance.com"",""hidden_zipcode"":""11753"",""hidden_domicile"":""New York"",""hidden_group_name"":""Iron Family Holdings Group"",""hidden_naic_number"":""14311""}}"
Interstate Fire & Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_phone"":""888-466-7883"",""hidden_state"":""Illinois"",""hidden_street"":""225 W. Washington Street, Suite 1800"",""hidden_website"":""www.firemansfund.com"",""hidden_zipcode"":""60606"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allianz Ins. Group"",""hidden_naic_number"":""22829""}}"
Intrepid Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Overland Park"",""hidden_state"":""Kansas"",""hidden_street"":""10851 Mastin Boulevard, Suite 200"",""hidden_zipcode"":""66210"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""W.R. Berkley Corp Group"",""hidden_naic_number"":""10749""}}"
Inverin Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_email"":""financialreporting-statutory@cna.com"",""hidden_phone"":""800-262-2000"",""hidden_state"":""Illinois"",""hidden_street"":""151 N. Franklin Street"",""hidden_website"":""www.aetna.com"",""hidden_zipcode"":""60606"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""CNA Insurance Group"",""hidden_naic_number"":""36153""}}"
Ironshore Indemnity Inc.,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_phone"":""917-324-0409"",""hidden_state"":""New York"",""hidden_street"":""PO Box 3407"",""hidden_website"":""www.ironshore.com"",""hidden_zipcode"":""10008"",""hidden_domicile"":""Minnesota"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""23647""}}"
JM Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Neenah"",""hidden_phone"":""920-725-4326"",""hidden_state"":""Wisconsin"",""hidden_street"":""PO Box 468"",""hidden_website"":""www.jewelersmutual.com"",""hidden_zipcode"":""54957"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""Jewelers Mutual Group"",""hidden_naic_number"":""16116""}}"
Jefferson Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Richmond"",""hidden_state"":""Virginia"",""hidden_street"":""9950 Mayland Drive"",""hidden_zipcode"":""23233"",""hidden_domicile"":""New York"",""hidden_group_name"":""Allianz Ins. Group"",""hidden_naic_number"":""11630""}}"
"Jewelers Mutual Insurance Company, SI",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Neenah"",""hidden_state"":""Wisconsin"",""hidden_street"":""24 Jewelers Park Dr"",""hidden_website"":""www.jewelersmutual.com"",""hidden_zipcode"":""54956"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""Jewelers Mutual Group"",""hidden_naic_number"":""14354""}}"
Kemper Financial Indemnity Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_phone"":""312-661-4600"",""hidden_state"":""Illinois"",""hidden_street"":""200 East Randolph Street, Suite 3300"",""hidden_website"":""www.response.com"",""hidden_zipcode"":""60601"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Kemper Corp. Group"",""hidden_naic_number"":""39004""}}"
Kemper Independence Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Jacksonville"",""hidden_phone"":""904-245-5644"",""hidden_state"":""Florida"",""hidden_street"":""12926 Gran Bay Parkway West"",""hidden_website"":""www.unitrin.com"",""hidden_zipcode"":""32258"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Kemper Corp. Group"",""hidden_naic_number"":""10914""}}"
Kensington Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_phone"":""212-629-8838"",""hidden_state"":""New York"",""hidden_street"":""6 West 18th Street, 11th Floor"",""hidden_website"":""www.kensington-ins.com"",""hidden_zipcode"":""10011"",""hidden_domicile"":""New York"",""hidden_naic_number"":""10088""}}"
Key Risk Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""High Point"",""hidden_state"":""North Carolina"",""hidden_street"":""275 N. Elm Street"",""hidden_zipcode"":""72762"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""W.R. Berkley Corp Group"",""hidden_naic_number"":""10885""}}"
Kingstone Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Kingston"",""hidden_phone"":""845-331-3288"",""hidden_state"":""New York"",""hidden_street"":""15 Joys Lane"",""hidden_website"":""www.kingstoneinsurance.com"",""hidden_zipcode"":""12401"",""hidden_domicile"":""New York"",""hidden_naic_number"":""13668""}}"
KnightBrook Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Los Angeles"",""hidden_state"":""California"",""hidden_street"":""4751 Wilshire Boulevard, Suite 111"",""hidden_zipcode"":""90010"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Excess Reinsurance Group"",""hidden_naic_number"":""13722""}}"
"Kookmin Best Insurance Co., Ltd. (US Branch)",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Ridgefield Park"",""hidden_phone"":""201-720-7110"",""hidden_state"":""New Jersey"",""hidden_street"":""55 Challenger Road, Suite 302"",""hidden_zipcode"":""07660"",""hidden_naic_number"":""37800""}}"
LM General Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_phone"":""617-357-9500"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.libertymutual.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""36447""}}"
LM Insurance Corporation,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.libertymutual.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""33600""}}"
LM Property and Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_phone"":""617-574-5955"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.libertymutualgroup.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Indiana"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""32352""}}"
Lancashire Insurance Company Limited,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""C/O Mcdermott Will & Emery Llp, Attn: Thomas M. Dawson, One Vanderbilt Avenue"",""hidden_zipcode"":""10017"",""hidden_domicile"":""Bermuda"",""hidden_naic_number"":""14925""}}"
Lancer Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Long Beach"",""hidden_phone"":""516-431-4441"",""hidden_state"":""New York"",""hidden_street"":""370 W Park Ave"",""hidden_website"":""www.lancer-ins.com"",""hidden_zipcode"":""11561"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Core Specialty Ins Holdings Grp"",""hidden_naic_number"":""26077""}}"
Law Department,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""350 Jay Street, 9th Floor"",""hidden_zipcode"":""11201""}}"
Leatherstocking Cooperative Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cooperstown"",""hidden_state"":""New York"",""hidden_street"":""PO Box 630"",""hidden_zipcode"":""13226"",""hidden_domicile"":""New York"",""hidden_naic_number"":""10380""}}"
Lemonade Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_email"":""help@lemonade.com"",""hidden_phone"":""844-733-8666"",""hidden_state"":""New York"",""hidden_street"":""5 Crosby Street, 3rd Floor"",""hidden_zipcode"":""10013"",""hidden_domicile"":""New York"",""hidden_group_name"":""Lemonade Inc Grp"",""hidden_naic_number"":""16023""}}"
Liberty Insurance Corporation,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.libertymutual.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""42404""}}"
"Liberty Insurance Underwriters, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_phone"":""617-367-9500"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.libertymutual.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""19917""}}"
Liberty Mutual Fire Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_phone"":""617-357-9500"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.libertymutual.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""23035""}}"
Liberty Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Uniondale"",""hidden_phone"":""617-357-9500"",""hidden_state"":""New York"",""hidden_street"":""515 RXR Plaza, East Tower, 5th Floor"",""hidden_website"":""www.libertymutual.com"",""hidden_zipcode"":""11553"",""hidden_domicile"":""Massachusetts"",""hidden_group_name"":""Group"",""hidden_naic_number"":""23043""}}"
Livingston Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Lititz"",""hidden_state"":""Pennsylvania"",""hidden_street"":""2 N. Broad Street, PO Box 900"",""hidden_website"":""www.livingstonmutual.com"",""hidden_zipcode"":""17543"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""Lititz Mutual Group"",""hidden_naic_number"":""10748""}}"
MEDMARC Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chantilly"",""hidden_phone"":""800-356-6886"",""hidden_state"":""Virginia"",""hidden_street"":""14280 Park Meadow Drive, Suite 300"",""hidden_website"":""www.medmarc.com"",""hidden_zipcode"":""20151"",""hidden_domicile"":""Vermont"",""hidden_group_name"":""ProAssurance Corp Group"",""hidden_naic_number"":""22241""}}"
MGT Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Merrill"",""hidden_state"":""Wisconsin"",""hidden_street"":""PO Box 357"",""hidden_zipcode"":""54452"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""MGT Group"",""hidden_naic_number"":""16203""}}"
